ID	pwm_atg	pwm_ctg	pwm_gtg	pwm_ttg
ENSP00000262971		0	0	0	0
ENSP00000408108		0	1	1	1
ENSP00000376943		1	0	0	1
ENSP00000358147		1	1	1	1
ENSP00000381628		0	1	0	0
ENSP00000306968		0	1	1	1
ENSP00000364902		1	0	1	1
ENSP00000302801		0	1	1	0
ENSP00000264079		0	0	0	0
ENSP00000273130		1	0	0	0
ENSP00000304360		0	1	0	1
ENSP00000370083		1	1	1	0
ENSP00000315925		0	0	0	0
ENSP00000334040		0	0	1	0
ENSP00000354774		0	0	1	1
ENSP00000431376		0	0	0	0
ENSP00000378368		0	0	1	1
ENSP00000418842		0	0	1	0
ENSP00000328928		0	0	0	0
ENSP00000339826		0	0	0	1
ENSP00000330074		1	0	0	0
ENSP00000405252		1	0	0	0
ENSP00000361483		1	1	0	0
ENSP00000363216		1	1	0	0
ENSP00000363344		0	1	0	1
ENSP00000274026		0	1	0	0
ENSP00000258662		0	1	0	0
ENSP00000362372		1	1	0	1
ENSP00000266014		0	0	1	0
ENSP00000310088		0	0	0	0
ENSP00000363852		1	1	1	1
ENSP00000267622		0	1	1	1
ENSP00000386443		0	0	0	0
ENSP00000268797		1	0	0	0
ENSP00000366620		1	1	1	0
ENSP00000362638		0	1	1	0
ENSP00000265963		1	0	0	0
ENSP00000379658		1	1	1	0
ENSP00000287038		0	1	0	0
ENSP00000321810		0	0	1	0
ENSP00000314615		1	0	0	0
ENSP00000358019		0	0	0	0
ENSP00000296792		1	0	1	0
ENSP00000309548		1	1	1	1
ENSP00000428281		0	1	0	0
ENSP00000370460		1	1	0	0
ENSP00000362111		0	0	0	1
ENSP00000470652		1	1	1	1
ENSP00000277575		1	0	1	1
ENSP00000442068		0	0	0	0
ENSP00000315680		0	0	0	1
ENSP00000289228		1	0	0	0
ENSP00000366032		0	1	0	0
ENSP00000399903		1	1	1	1
ENSP00000363980		0	1	0	1
ENSP00000264187		1	1	0	0
ENSP00000350937		0	0	1	1
ENSP00000361206		0	0	0	0
ENSP00000273221		0	1	0	1
ENSP00000394863		0	1	0	0
ENSP00000427550		0	0	1	0
ENSP00000306524		0	1	1	0
ENSP00000359364		0	0	1	1
ENSP00000294724		1	1	0	1
ENSP00000216465		1	0	1	0
ENSP00000252711		1	1	1	1
ENSP00000279101		1	0	1	0
ENSP00000428426		1	0	0	1
ENSP00000265849		1	1	0	0
ENSP00000380785		0	0	0	0
ENSP00000268835		0	0	0	0
ENSP00000326305		0	0	0	0
ENSP00000357901		0	0	0	0
ENSP00000377867		0	1	1	0
ENSP00000444408		1	0	0	0
ENSP00000302227		0	0	0	0
ENSP00000359490		0	1	1	1
ENSP00000268704		1	0	1	0
ENSP00000261531		0	0	0	1
ENSP00000377942		0	1	1	0
ENSP00000292176		0	0	0	1
ENSP00000282344		1	0	1	1
ENSP00000347464		0	1	1	1
ENSP00000353512		0	0	0	0
ENSP00000325448		1	0	0	1
ENSP00000338728		0	1	1	1
ENSP00000367323		1	0	1	1
ENSP00000394487		0	1	1	1
ENSP00000219473		1	0	0	0
ENSP00000384863		0	1	1	1
ENSP00000360268		1	0	1	1
ENSP00000368880		1	1	0	1
ENSP00000303554		1	1	0	0
ENSP00000388942		0	0	0	0
ENSP00000336127		1	1	1	1
ENSP00000245544		0	0	1	1
ENSP00000263955		0	1	0	0
ENSP00000403536		1	0	0	0
ENSP00000309198		1	1	1	1
ENSP00000401802		0	0	1	0
ENSP00000344822		0	0	0	0
ENSP00000268057		0	1	0	0
ENSP00000268058		1	0	0	0
ENSP00000216034		0	0	0	1
ENSP00000441858		1	1	1	1
ENSP00000265107		1	0	1	1
ENSP00000353660		1	0	0	0
ENSP00000349748		1	0	1	0
ENSP00000301633		1	0	1	0
ENSP00000299705		0	0	0	0
ENSP00000360843		0	0	0	0
ENSP00000361084		1	0	1	0
ENSP00000296135		1	1	0	0
ENSP00000315630		0	1	0	1
ENSP00000327583		0	0	0	0
ENSP00000357288		0	0	0	0
ENSP00000370938		0	0	1	1
ENSP00000351686		0	1	0	1
ENSP00000323194		1	1	1	1
ENSP00000261183		0	0	1	1
ENSP00000337358		1	0	0	0
ENSP00000274376		1	0	0	1
ENSP00000278980		0	0	0	0
ENSP00000353793		1	1	1	1
ENSP00000293860		0	0	0	0
ENSP00000270202		0	0	1	0
ENSP00000265000		1	0	1	0
ENSP00000391592		1	0	0	0
ENSP00000230771		0	0	0	0
ENSP00000378350		0	1	0	1
ENSP00000364119		1	0	1	1
ENSP00000386456		1	1	1	1
ENSP00000305988		0	1	1	0
ENSP00000360017		0	0	0	1
ENSP00000215773		1	1	0	0
ENSP00000419782		0	0	0	1
ENSP00000250896		0	0	1	0
ENSP00000309463		0	1	1	0
ENSP00000362298		0	1	1	1
ENSP00000259818		1	0	0	0
ENSP00000384160		1	1	1	1
ENSP00000016171		1	1	1	1
ENSP00000299608		0	0	1	0
ENSP00000316779		1	0	0	0
ENSP00000391774		0	1	1	0
ENSP00000355580		0	0	1	0
ENSP00000272317		0	0	0	0
ENSP00000265498		0	0	0	0
ENSP00000260056		1	0	1	0
ENSP00000332034		0	1	1	0
ENSP00000280904		1	1	1	1
ENSP00000376500		0	0	1	0
ENSP00000262376		1	0	0	1
ENSP00000295117		0	1	0	0
ENSP00000339916		0	0	0	1
ENSP00000338990		0	0	0	1
ENSP00000325402		1	0	1	0
ENSP00000396918		0	0	0	0
ENSP00000264202		1	0	1	0
ENSP00000325240		0	1	0	1
ENSP00000320413		0	0	0	0
ENSP00000314556		0	0	0	1
ENSP00000264230		1	0	0	0
ENSP00000349076		1	0	1	0
ENSP00000371634		1	1	0	1
ENSP00000375986		1	1	0	0
ENSP00000285013		0	1	1	0
ENSP00000307411		1	1	1	0
ENSP00000347379		1	1	1	1
ENSP00000320434		1	0	0	1
ENSP00000302586		1	0	0	1
ENSP00000308413		1	0	0	0
ENSP00000351190		0	1	0	0
ENSP00000261669		0	1	0	0
ENSP00000227525		1	0	1	1
ENSP00000432845		0	1	1	1
ENSP00000220966		1	0	1	0
ENSP00000294543		1	0	0	0
ENSP00000265148		0	0	1	0
ENSP00000311135		0	1	0	1
ENSP00000296509		1	1	1	0
ENSP00000305204		0	0	1	0
ENSP00000322926		1	0	1	1
ENSP00000216489		0	0	1	1
ENSP00000359976		0	0	0	0
ENSP00000371811		0	0	1	0
ENSP00000277570		0	0	0	0
ENSP00000334319		1	1	1	1
ENSP00000349679		0	1	0	0
ENSP00000409667		0	0	0	0
ENSP00000351939		0	0	0	0
ENSP00000324101		1	1	0	0
ENSP00000253332		0	1	0	1
ENSP00000384474		1	1	0	1
ENSP00000325313		0	0	1	0
ENSP00000317780		0	0	0	1
ENSP00000282003		1	0	0	1
ENSP00000323288		0	0	1	0
ENSP00000433919		0	0	0	0
ENSP00000286031		1	1	1	1
ENSP00000239830		1	0	1	0
ENSP00000377566		1	1	0	0
ENSP00000262460		1	1	1	1
ENSP00000260447		1	0	0	0
ENSP00000232905		0	0	0	0
ENSP00000417686		1	1	1	0
ENSP00000370223		1	0	0	1
ENSP00000349959		0	1	1	1
ENSP00000261600		0	0	0	0
ENSP00000337761		0	1	1	1
ENSP00000435289		1	1	1	0
ENSP00000450144		0	0	1	0
ENSP00000229633		0	0	0	1
ENSP00000363746		0	0	0	0
ENSP00000359321		1	1	1	1
ENSP00000368678		1	0	0	1
ENSP00000378181		0	0	0	0
ENSP00000341698		0	0	0	1
ENSP00000212015		0	1	0	1
ENSP00000216420		0	0	1	0
ENSP00000261637		1	0	1	1
ENSP00000322885		1	0	0	0
ENSP00000348838		0	1	1	0
ENSP00000323511		0	0	1	1
ENSP00000319726		1	0	1	1
ENSP00000309945		1	0	1	0
ENSP00000356480		0	1	0	1
ENSP00000377747		1	1	0	0
ENSP00000341551		1	1	1	1
ENSP00000377833		0	1	0	0
ENSP00000334853		1	1	0	1
ENSP00000267750		0	0	0	0
ENSP00000310873		0	0	0	0
ENSP00000215862		0	1	0	1
ENSP00000335437		0	0	1	0
ENSP00000355340		0	1	0	0
ENSP00000318646		1	1	0	1
ENSP00000364207		0	0	0	0
ENSP00000262445		0	1	1	0
ENSP00000367086		0	0	0	0
ENSP00000406463		0	1	0	0
ENSP00000319255		0	0	0	0
ENSP00000389338		1	1	0	1
ENSP00000384081		1	1	0	0
ENSP00000357196		1	1	1	0
ENSP00000337926		1	0	0	1
ENSP00000219252		1	0	1	0
ENSP00000305255		0	0	0	1
ENSP00000252530		0	0	0	0
ENSP00000306999		0	0	1	1
ENSP00000355759		0	0	0	0
ENSP00000368767		0	0	0	1
ENSP00000248248		0	0	1	1
ENSP00000306100		1	0	0	1
ENSP00000381102		1	0	0	1
ENSP00000358251		0	1	1	1
ENSP00000281092		0	0	1	1
ENSP00000261880		1	0	0	1
ENSP00000326806		0	1	1	0
ENSP00000012049		0	1	0	0
ENSP00000400088		0	1	0	0
ENSP00000197268		0	0	0	1
ENSP00000364794		1	1	1	1
ENSP00000273962		0	0	1	1
ENSP00000243344		1	1	0	0
ENSP00000306822		0	0	0	0
ENSP00000350195		0	1	0	0
ENSP00000430338		1	1	1	0
ENSP00000346886		1	1	1	1
ENSP00000406027		0	1	1	1
ENSP00000285667		0	1	1	1
ENSP00000358696		1	1	1	1
ENSP00000220058		1	0	1	0
ENSP00000276893		1	1	1	1
ENSP00000344831		0	1	0	1
ENSP00000356134		0	0	1	0
ENSP00000332287		0	0	1	0
ENSP00000409009		0	0	1	0
ENSP00000404251		0	0	0	0
ENSP00000156084		0	0	1	0
ENSP00000269980		1	0	0	0
ENSP00000367318		1	0	0	1
ENSP00000284637		1	1	1	1
ENSP00000368414		0	1	1	1
ENSP00000294409		0	0	0	0
ENSP00000156825		1	0	0	1
ENSP00000348657		0	1	1	0
ENSP00000318066		1	0	1	0
ENSP00000334958		1	0	0	0
ENSP00000295797		1	1	1	0
ENSP00000361475		1	0	0	1
ENSP00000301732		1	1	1	0
ENSP00000326110		0	1	1	1
ENSP00000366936		0	1	0	0
ENSP00000221233		1	0	0	0
ENSP00000258145		0	1	1	0
ENSP00000356840		1	1	1	1
ENSP00000317872		1	1	0	1
ENSP00000355559		0	0	0	1
ENSP00000315644		1	0	0	1
ENSP00000417653		1	0	0	0
ENSP00000254810		0	0	1	1
ENSP00000410833		1	1	0	0
ENSP00000346120		1	1	0	1
ENSP00000325369		0	1	1	1
ENSP00000260372		1	1	0	1
ENSP00000382840		1	1	1	0
ENSP00000312709		0	1	0	1
ENSP00000379176		0	0	0	1
ENSP00000247970		0	0	0	0
ENSP00000327650		1	0	1	0
ENSP00000350018		1	0	0	0
ENSP00000228918		0	0	0	0
ENSP00000215770		1	0	0	0
ENSP00000440698		0	0	0	0
ENSP00000227471		0	0	0	0
ENSP00000348965		1	0	1	1
ENSP00000295887		0	1	1	1
ENSP00000368684		0	0	0	0
ENSP00000361993		0	0	0	0
ENSP00000346874		1	1	0	1
ENSP00000306410		1	1	0	1
ENSP00000347184		1	1	1	0
ENSP00000368152		1	0	0	0
ENSP00000293677		1	1	0	0
ENSP00000238738		0	1	0	0
ENSP00000256545		0	0	0	0
ENSP00000242776		1	0	1	0
ENSP00000365938		0	0	0	0
ENSP00000378965		0	0	1	1
ENSP00000417569		1	0	0	0
ENSP00000260386		0	0	0	0
ENSP00000419425		0	0	1	0
ENSP00000250101		0	0	1	0
ENSP00000473172		1	0	0	0
ENSP00000241600		1	0	0	0
ENSP00000325136		1	0	0	0
ENSP00000282892		1	1	0	1
ENSP00000351933		0	1	0	1
ENSP00000301522		0	0	0	0
ENSP00000398632		0	1	0	1
ENSP00000299045		0	0	0	1
ENSP00000265986		1	0	1	1
ENSP00000268035		1	1	0	1
ENSP00000251047		0	1	1	1
ENSP00000352138		1	0	1	0
ENSP00000244230		1	1	0	0
ENSP00000333188		0	0	0	0
ENSP00000221543		0	1	0	0
ENSP00000392985		0	0	0	0
ENSP00000452521		1	1	0	1
ENSP00000241041		1	0	0	0
ENSP00000292211		0	0	1	1
ENSP00000325423		0	0	0	0
ENSP00000040663		1	1	0	0
ENSP00000376615		1	1	1	1
ENSP00000361512		1	0	1	0
ENSP00000365637		0	0	1	0
ENSP00000330188		1	1	0	0
ENSP00000295408		0	0	1	1
ENSP00000285679		0	0	1	0
ENSP00000242057		0	0	1	1
ENSP00000263985		0	0	0	0
ENSP00000343633		0	1	1	1
ENSP00000453785		0	0	0	0
ENSP00000346255		1	1	1	1
ENSP00000358778		0	1	0	0
ENSP00000419740		0	0	0	0
ENSP00000465655		1	0	0	1
ENSP00000381844		1	1	1	1
ENSP00000347329		1	0	1	1
ENSP00000265562		1	0	1	1
ENSP00000312618		1	1	0	0
ENSP00000409463		1	1	0	1
ENSP00000378254		0	0	0	0
ENSP00000262982		0	1	0	1
ENSP00000251250		1	1	1	1
ENSP00000262623		1	0	1	0
ENSP00000356966		0	0	0	0
ENSP00000264065		1	1	1	1
ENSP00000311713		0	1	1	1
ENSP00000396673		0	0	0	0
ENSP00000330343		0	0	0	1
ENSP00000355086		1	1	0	1
ENSP00000319060		0	1	1	0
ENSP00000359819		0	1	0	0
ENSP00000355028		1	1	1	0
ENSP00000303147		0	0	0	1
ENSP00000364289		1	1	0	1
ENSP00000372023		1	1	0	0
ENSP00000285083		1	0	0	1
ENSP00000254998		0	0	0	0
ENSP00000391432		0	0	0	0
ENSP00000275730		1	1	0	0
ENSP00000307275		0	1	0	0
ENSP00000252136		1	0	0	0
ENSP00000257118		0	0	0	0
ENSP00000265437		1	1	0	0
ENSP00000365147		0	0	0	0
ENSP00000264669		1	0	0	0
ENSP00000358510		0	1	1	1
ENSP00000373347		1	0	1	1
ENSP00000249014		0	0	0	0
ENSP00000288602		0	1	0	0
ENSP00000388431		0	0	0	1
ENSP00000382271		1	0	0	0
ENSP00000400101		1	1	1	0
ENSP00000447300		1	1	1	0
ENSP00000363360		1	1	0	1
ENSP00000326570		0	0	0	0
ENSP00000194214		0	0	0	0
ENSP00000379503		0	1	1	1
ENSP00000354045		0	0	0	1
ENSP00000379888		0	0	1	0
ENSP00000362413		0	0	1	1
ENSP00000223641		0	0	0	1
ENSP00000371307		0	1	0	1
ENSP00000338235		1	1	1	1
ENSP00000424381		1	0	0	1
ENSP00000339109		1	1	1	1
ENSP00000319977		1	0	1	0
ENSP00000263150		0	0	0	1
ENSP00000354519		1	0	1	0
ENSP00000266269		1	0	0	1
ENSP00000307078		1	0	1	1
ENSP00000332706		1	1	1	1
ENSP00000360200		0	1	1	0
ENSP00000368273		0	0	1	0
ENSP00000290429		1	0	0	0
ENSP00000345892		1	0	0	0
ENSP00000298316		0	0	1	1
ENSP00000205194		0	0	0	0
ENSP00000271883		1	0	0	0
ENSP00000307272		1	1	1	1
ENSP00000375767		0	1	0	1
ENSP00000375582		0	0	0	0
ENSP00000363397		1	1	1	1
ENSP00000393541		0	0	1	0
ENSP00000280612		0	1	1	1
ENSP00000378161		0	0	0	0
ENSP00000311224		0	1	0	0
ENSP00000346402		0	0	0	0
ENSP00000360034		0	1	0	0
ENSP00000447547		1	0	0	0
ENSP00000343273		0	1	1	1
ENSP00000295746		0	0	1	1
ENSP00000302478		0	0	0	0
ENSP00000382511		0	0	1	0
ENSP00000343645		0	0	1	0
ENSP00000383059		0	0	1	0
ENSP00000227524		1	0	0	0
ENSP00000303351		1	0	0	1
ENSP00000290354		1	0	0	1
ENSP00000330054		0	0	0	1
ENSP00000337194		1	0	1	1
ENSP00000430236		0	0	0	1
ENSP00000242209		1	0	1	0
ENSP00000356476		0	0	0	1
ENSP00000263694		0	1	0	0
ENSP00000261842		0	1	1	1
ENSP00000340823		0	1	0	1
ENSP00000369038		0	0	0	0
ENSP00000403397		0	1	1	1
ENSP00000326550		0	0	0	0
ENSP00000409382		0	0	0	0
ENSP00000413625		1	0	0	1
ENSP00000273359		0	1	1	1
ENSP00000368927		0	1	1	0
ENSP00000300648		1	0	0	1
ENSP00000337088		0	0	0	1
ENSP00000362728		1	1	1	1
ENSP00000349882		1	0	0	1
ENSP00000282516		0	1	0	0
ENSP00000312778		1	1	0	0
ENSP00000350011		0	0	0	0
ENSP00000357883		1	1	1	0
ENSP00000216038		1	0	1	1
ENSP00000305230		1	1	0	0
ENSP00000199320		1	1	0	1
ENSP00000287152		1	0	1	1
ENSP00000322229		1	1	1	0
ENSP00000369500		0	1	0	0
ENSP00000419446		0	0	1	0
ENSP00000385720		1	0	1	0
ENSP00000358335		0	1	0	1
ENSP00000364398		0	1	1	0
ENSP00000281182		0	1	1	1
ENSP00000229390		0	0	0	0
ENSP00000355601		1	1	0	1
ENSP00000304376		0	0	1	0
ENSP00000365522		1	0	1	0
ENSP00000309591		1	0	0	0
ENSP00000243045		0	0	1	0
ENSP00000414109		1	0	1	0
ENSP00000308753		1	1	1	0
ENSP00000369853		0	1	0	0
ENSP00000364649		0	0	0	0
ENSP00000341730		1	0	0	0
ENSP00000445859		0	0	1	1
ENSP00000311219		0	1	1	1
ENSP00000380184		0	0	1	0
ENSP00000336616		0	0	0	0
ENSP00000263360		0	0	0	0
ENSP00000238721		1	0	0	0
ENSP00000356584		0	1	1	1
ENSP00000398824		1	1	0	0
ENSP00000309968		0	1	1	1
ENSP00000318176		0	0	0	0
ENSP00000331602		1	0	0	0
ENSP00000223127		1	1	1	0
ENSP00000003302		0	1	0	0
ENSP00000203556		0	0	1	0
ENSP00000288466		0	1	1	1
ENSP00000080059		1	0	1	0
ENSP00000367346		1	1	0	1
ENSP00000256196		1	0	1	0
ENSP00000314606		0	0	0	0
ENSP00000386711		0	0	0	0
ENSP00000273550		0	0	0	0
ENSP00000222969		0	0	0	0
ENSP00000357880		0	0	1	0
ENSP00000343745		0	1	1	1
ENSP00000349396		1	0	0	0
ENSP00000404923		1	0	0	0
ENSP00000269141		0	0	0	1
ENSP00000377954		0	1	1	0
ENSP00000313420		1	1	1	0
ENSP00000360035		0	1	1	0
ENSP00000314311		0	0	0	0
ENSP00000285071		1	1	1	0
ENSP00000285947		1	0	1	0
ENSP00000310332		1	1	1	1
ENSP00000238651		0	1	0	0
ENSP00000261991		0	0	0	0
ENSP00000265276		0	1	0	0
ENSP00000351155		0	1	0	0
ENSP00000353622		0	1	0	1
ENSP00000446121		0	0	0	0
ENSP00000356146		0	0	0	1
ENSP00000290341		0	1	1	1
ENSP00000411471		1	0	1	0
ENSP00000261427		1	1	1	1
ENSP00000374507		0	0	1	0
ENSP00000261951		1	1	1	0
ENSP00000322791		1	1	1	1
ENSP00000355500		0	1	0	1
ENSP00000354982		0	0	0	0
ENSP00000382507		1	1	1	0
ENSP00000309790		0	1	1	0
ENSP00000321691		1	0	1	0
ENSP00000357106		0	0	1	0
ENSP00000393667		0	1	1	1
ENSP00000396620		0	0	0	0
ENSP00000362381		1	0	0	0
ENSP00000346335		1	1	1	1
ENSP00000261973		0	1	1	1
ENSP00000363944		1	0	1	0
ENSP00000361642		1	0	0	0
ENSP00000372202		0	0	0	0
ENSP00000312185		1	0	0	0
ENSP00000170564		1	0	1	0
ENSP00000222803		1	1	0	1
ENSP00000267163		0	1	0	0
ENSP00000387471		0	0	0	0
ENSP00000382834		1	0	0	0
ENSP00000271638		0	0	0	0
ENSP00000366434		0	1	0	1
ENSP00000325594		0	0	0	0
ENSP00000346954		0	0	0	0
ENSP00000215754		0	0	0	0
ENSP00000290231		0	0	1	0
ENSP00000298355		0	0	1	1
ENSP00000310697		0	0	0	0
ENSP00000261837		1	1	1	1
ENSP00000262919		1	1	1	0
ENSP00000220822		1	0	0	1
ENSP00000435777		0	0	0	0
ENSP00000340796		1	1	1	0
ENSP00000303057		0	0	0	1
ENSP00000237281		1	1	1	0
ENSP00000319678		0	0	0	0
ENSP00000350757		0	1	0	1
ENSP00000311962		1	1	1	1
ENSP00000291572		1	0	0	1
ENSP00000215957		1	1	0	0
ENSP00000325312		1	0	0	0
ENSP00000338057		0	0	1	1
ENSP00000387982		1	0	1	0
ENSP00000380460		0	1	0	0
ENSP00000220584		0	1	1	1
ENSP00000317232		1	0	0	0
ENSP00000472249		0	0	0	1
ENSP00000225174		1	0	0	1
ENSP00000331201		0	0	0	0
ENSP00000219169		0	0	0	1
ENSP00000317379		0	0	0	0
ENSP00000387233		0	0	0	0
ENSP00000376472		1	0	1	1
ENSP00000343966		1	1	0	0
ENSP00000274569		0	0	1	0
ENSP00000309644		1	0	0	0
ENSP00000369218		0	0	1	0
ENSP00000418603		0	0	0	0
ENSP00000262776		0	0	0	0
ENSP00000216185		0	0	1	0
ENSP00000310551		1	1	1	1
ENSP00000261464		1	0	0	1
ENSP00000429374		1	1	0	0
ENSP00000282878		1	1	1	1
ENSP00000342499		1	1	1	1
ENSP00000390500		0	1	1	1
ENSP00000361010		0	0	0	1
ENSP00000406598		0	0	0	1
ENSP00000388648		0	1	1	0
ENSP00000266068		1	1	0	1
ENSP00000328570		0	0	0	0
ENSP00000321845		1	1	0	1
ENSP00000374212		1	1	1	1
ENSP00000256442		0	1	1	0
ENSP00000326240		0	1	1	0
ENSP00000301364		0	0	0	0
ENSP00000445868		1	0	0	0
ENSP00000319716		0	0	0	0
ENSP00000448165		1	0	1	0
ENSP00000354730		0	1	0	0
ENSP00000454303		0	1	0	0
ENSP00000409279		1	1	0	0
ENSP00000252840		0	1	0	0
ENSP00000231948		1	0	0	0
ENSP00000267425		0	0	1	1
ENSP00000362334		1	0	1	1
ENSP00000367408		1	0	0	1
ENSP00000304689		1	0	1	0
ENSP00000267996		0	0	1	0
ENSP00000326424		0	0	0	0
ENSP00000372112		0	0	0	0
ENSP00000323148		1	1	1	1
ENSP00000317159		1	0	1	0
ENSP00000245046		0	1	0	1
ENSP00000286713		0	0	1	0
ENSP00000337746		0	0	0	0
ENSP00000293406		1	0	0	0
ENSP00000311427		1	0	1	1
ENSP00000308533		1	0	0	0
ENSP00000411822		1	1	1	0
ENSP00000223369		1	1	1	1
ENSP00000306752		0	0	0	0
ENSP00000354125		1	0	0	1
ENSP00000346791		1	1	1	0
ENSP00000284274		1	1	1	1
ENSP00000372193		1	1	0	1
ENSP00000298767		1	1	0	1
ENSP00000353646		1	0	0	0
ENSP00000313752		0	0	0	0
ENSP00000289371		0	1	0	1
ENSP00000290650		1	1	1	1
ENSP00000312671		1	0	0	1
ENSP00000371897		1	1	1	0
ENSP00000306906		1	0	0	0
ENSP00000279263		1	0	0	1
ENSP00000334375		0	0	0	0
ENSP00000206542		1	1	0	0
ENSP00000451080		0	0	0	0
ENSP00000355205		1	1	1	0
ENSP00000360621		1	0	1	0
ENSP00000216267		0	0	0	0
ENSP00000287957		0	0	1	0
ENSP00000359356		0	1	1	1
ENSP00000385269		1	1	0	0
ENSP00000337688		1	1	1	1
ENSP00000200135		1	1	0	1
ENSP00000268251		1	1	1	0
ENSP00000398350		0	0	0	0
ENSP00000452762		0	0	1	1
ENSP00000331369		0	0	0	0
ENSP00000382104		1	1	1	0
ENSP00000295571		1	1	1	0
ENSP00000439467		0	1	1	1
ENSP00000327197		0	1	1	1
ENSP00000423563		1	0	0	1
ENSP00000370744		1	1	1	0
ENSP00000262662		0	0	0	1
ENSP00000275780		0	0	0	1
ENSP00000281141		0	0	0	0
ENSP00000282041		1	1	1	1
ENSP00000282588		1	1	1	1
ENSP00000354920		1	0	1	1
ENSP00000350767		0	0	0	0
ENSP00000381066		1	0	0	1
ENSP00000367705		1	1	0	0
ENSP00000287727		1	1	1	1
ENSP00000362924		1	0	0	0
ENSP00000338389		1	0	1	0
ENSP00000265339		0	1	1	1
ENSP00000378451		0	0	1	1
ENSP00000316121		1	0	1	1
ENSP00000327145		1	1	1	0
ENSP00000333664		0	0	0	0
ENSP00000372210		1	0	1	0
ENSP00000370007		1	1	0	0
ENSP00000381992		0	1	0	1
ENSP00000299213		1	0	0	1
ENSP00000377374		0	0	1	1
ENSP00000219905		0	0	1	1
ENSP00000236137		0	1	1	0
ENSP00000364898		0	1	0	1
ENSP00000251993		1	1	0	0
ENSP00000321732		0	0	1	0
ENSP00000229195		0	1	0	0
ENSP00000362354		0	0	0	0
ENSP00000321221		0	0	1	0
ENSP00000305995		1	0	1	0
ENSP00000387006		0	0	0	0
ENSP00000370031		0	0	0	0
ENSP00000232219		0	0	0	0
ENSP00000329623		0	1	0	0
ENSP00000424417		1	1	1	0
ENSP00000263702		0	0	0	0
ENSP00000377233		1	0	1	1
ENSP00000247815		1	1	1	1
ENSP00000350639		0	0	1	0
ENSP00000420211		0	0	0	1
ENSP00000356468		0	1	0	0
ENSP00000265073		1	1	1	1
ENSP00000255613		1	0	0	0
ENSP00000354111		0	1	1	1
ENSP00000246785		1	0	0	0
ENSP00000192788		1	1	1	0
ENSP00000238146		0	1	0	0
ENSP00000270225		0	0	0	0
ENSP00000346839		1	1	0	0
ENSP00000219139		1	0	0	0
ENSP00000321389		0	0	0	0
ENSP00000262741		1	1	1	1
ENSP00000352926		1	0	0	0
ENSP00000365016		1	0	1	1
ENSP00000314709		1	0	0	0
ENSP00000402608		1	0	1	0
ENSP00000217244		0	1	1	1
ENSP00000329933		1	0	1	1
ENSP00000389934		1	1	0	1
ENSP00000373509		1	0	0	1
ENSP00000349705		0	0	0	0
ENSP00000324203		0	1	0	1
ENSP00000246071		0	0	1	1
ENSP00000337697		1	1	0	1
ENSP00000225805		1	1	0	1
ENSP00000282251		1	1	0	0
ENSP00000317039		1	1	1	1
ENSP00000376250		0	0	1	0
ENSP00000327124		0	0	0	1
ENSP00000344546		1	1	1	1
ENSP00000252512		1	0	0	1
ENSP00000250617		1	1	1	1
ENSP00000237596		1	1	1	0
ENSP00000330460		0	0	0	1
ENSP00000328547		1	1	1	1
ENSP00000367623		0	0	0	0
ENSP00000226796		0	0	0	0
ENSP00000338934		1	0	0	1
ENSP00000239666		0	0	1	0
ENSP00000385632		0	1	0	0
ENSP00000332791		1	1	0	1
ENSP00000280527		0	1	0	0
ENSP00000221166		0	0	0	0
ENSP00000336587		0	0	0	1
ENSP00000433361		0	1	0	1
ENSP00000321746		0	1	1	1
ENSP00000322956		1	1	1	0
ENSP00000343535		1	0	1	1
ENSP00000323670		0	0	1	0
ENSP00000357507		1	0	0	0
ENSP00000269228		1	0	1	1
ENSP00000014930		0	0	0	0
ENSP00000313851		0	1	1	0
ENSP00000348163		0	0	0	0
ENSP00000369351		1	1	1	1
ENSP00000320171		1	0	1	0
ENSP00000316329		0	0	0	0
ENSP00000349305		0	1	0	0
ENSP00000298942		0	0	0	0
ENSP00000300408		1	0	0	0
ENSP00000314837		1	0	0	0
ENSP00000341138		0	1	1	1
ENSP00000330488		0	0	1	0
ENSP00000346412		1	0	0	0
ENSP00000364361		0	1	0	0
ENSP00000323780		0	0	1	0
ENSP00000352401		0	1	0	1
ENSP00000361857		0	1	1	0
ENSP00000342481		1	0	1	1
ENSP00000346155		1	0	0	0
ENSP00000215906		1	0	1	0
ENSP00000261332		0	1	1	1
ENSP00000367265		1	1	1	1
ENSP00000360532		0	1	0	0
ENSP00000343204		1	1	0	0
ENSP00000348564		0	1	0	0
ENSP00000352497		0	1	1	0
ENSP00000288670		0	0	1	1
ENSP00000336712		1	1	1	1
ENSP00000011691		0	0	1	1
ENSP00000317904		1	1	0	1
ENSP00000332973		1	0	0	1
ENSP00000333350		0	1	1	0
ENSP00000333948		1	0	0	0
ENSP00000381490		0	1	1	1
ENSP00000325485		1	1	1	1
ENSP00000295640		1	0	0	0
ENSP00000443988		0	0	1	1
ENSP00000366098		1	0	0	0
ENSP00000259746		0	1	1	0
ENSP00000222305		0	0	0	0
ENSP00000417573		0	1	1	1
ENSP00000421655		0	0	0	0
ENSP00000357804		0	1	1	0
ENSP00000366819		0	0	0	0
ENSP00000390783		0	0	1	0
ENSP00000175091		0	0	0	0
ENSP00000419005		1	1	1	1
ENSP00000362133		0	0	0	0
